number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_eta,params_gamma,params_lambda,params_max_depth,params_min_child_weight,params_subsample,state
29,0.39736474106321257,2026-05-17 19:32:50.551926,2026-05-17 19:32:55.526081,0 days 00:00:04.974155,1.9562950435638645e-06,0.737921522805684,0.04524800609042658,0.4136693886233708,3.8638172610059147,10,2,0.6685755686276632,COMPLETE
30,0.4512666205456835,2026-05-17 19:32:55.526081,2026-05-17 19:33:02.706612,0 days 00:00:07.180531,1.9161172678733136e-06,0.7351514322252256,0.04602070471511111,1.245606931971176,5.2719987169721945,6,2,0.654586425090172,COMPLETE
31,0.3997799441049209,2026-05-17 19:33:02.706612,2026-05-17 19:33:06.415393,0 days 00:00:03.708781,1.0412960674846413e-07,0.7845637685011475,0.068358403830552,0.42392561595473255,3.0034274699915886,10,3,0.6907525895200743,COMPLETE
32,0.396394263949155,2026-05-17 19:33:06.415393,2026-05-17 19:33:12.226183,0 days 00:00:05.810790,5.467381309404583e-07,0.7910989330463537,0.034957660349057264,0.5100247211340816,3.297341474662132,9,2,0.7019602072517915,COMPLETE
33,0.3841196541435973,2026-05-17 19:33:12.226183,2026-05-17 19:33:19.410119,0 days 00:00:07.183936,0.00011537788483366966,0.7089535696300784,0.032206741817226575,0.4074338674415882,3.3070363700514602,9,1,0.6987297414322293,COMPLETE
34,0.5040950330698312,2026-05-17 19:33:19.410119,2026-05-17 19:33:32.172565,0 days 00:00:12.762446,8.999826765665024e-05,0.6123215754576357,0.03192522744697235,1.9124404012782221,8.222914001827732,9,1,0.7133961868931,COMPLETE
35,0.39191045697231697,2026-05-17 19:33:32.172565,2026-05-17 19:33:44.903659,0 days 00:00:12.731094,0.00018964668942968567,0.7109928954466207,0.01572602054779093,0.2960831814774297,4.270825807279017,9,2,0.650108481224165,COMPLETE
36,0.5620018595756252,2026-05-17 19:33:44.903659,2026-05-17 19:33:57.721090,0 days 00:00:12.817431,0.0025989929706876683,0.7162464040166585,0.01707072270668364,3.2046205838902675,9.34425398175071,9,1,0.633056098572026,COMPLETE
37,0.4541167887947502,2026-05-17 19:33:57.721090,2026-05-17 19:34:12.290039,0 days 00:00:14.568949,0.0003268487855470776,0.609957747216048,0.019776697538442467,1.2332069522746543,3.8685883387525375,8,4,0.6865516396030078,COMPLETE
38,0.49921054203070864,2026-05-17 19:34:12.290039,2026-05-17 19:34:26.108133,0 days 00:00:13.818094,3.508823625386135e-05,0.6869162961388394,0.010565564238047406,2.3960408312009376,1.8358979057205076,7,2,0.6447352379623106,COMPLETE
39,0.4130506908235926,2026-05-17 19:34:26.108133,2026-05-17 19:34:44.654938,0 days 00:00:18.546805,0.20174475384215096,0.7060053023406079,0.015063297421807693,0.2759781578665534,6.0227997605135695,11,6,0.7310003583835977,COMPLETE
40,0.41836924621124777,2026-05-17 19:34:44.654938,2026-05-17 19:34:59.993580,0 days 00:00:15.338642,0.0001023661571426927,0.6586024800244961,0.020706631514688115,0.7907482249563442,3.184450585072217,9,3,0.6890108355907925,COMPLETE
41,0.39427311450024183,2026-05-17 19:34:59.993580,2026-05-17 19:35:07.573715,0 days 00:00:07.580135,0.0008063769676257623,0.7454125417099277,0.032810056534735114,0.3003417103045079,4.40188553700327,10,2,0.6728781704311854,COMPLETE
42,0.385566908668541,2026-05-17 19:35:07.573715,2026-05-17 19:35:14.486686,0 days 00:00:06.912971,0.0012255520410242241,0.7528483645468114,0.030979274080806224,0.3030448253097028,4.551538385938157,9,1,0.7305832339671013,COMPLETE
43,0.3979998483261072,2026-05-17 19:35:14.486686,2026-05-17 19:35:21.768194,0 days 00:00:07.281508,0.001145582174984666,0.7532024706588121,0.03210438308672269,0.26950941690653385,4.212115489351553,9,3,0.7040975840846891,COMPLETE
44,0.4292251035869036,2026-05-17 19:35:21.768194,2026-05-17 19:35:35.018250,0 days 00:00:13.250056,0.041867337727194205,0.7986447126348838,0.032781831323918174,1.0689925492960284,4.415078474557807,10,2,0.7769028814674778,COMPLETE
45,0.4373748624224508,2026-05-17 19:35:35.018250,2026-05-17 19:35:53.943753,0 days 00:00:18.925503,0.0008602607575418864,0.8273604858434263,0.01423699863246492,0.7443294581043312,10.62301269495112,11,5,0.6669953026109139,COMPLETE
46,0.3986248062492918,2026-05-17 19:35:53.943753,2026-05-17 19:36:08.728856,0 days 00:00:14.785103,0.008435390314098835,0.6334785395814001,0.023662551174010744,0.07823216397921928,14.358259583798914,8,2,0.7325397742167741,COMPLETE
47,0.3894468946840466,2026-05-17 19:36:08.728856,2026-05-17 19:36:16.229725,0 days 00:00:07.500869,0.002664392847580141,0.7024621222670574,0.038083282841723146,0.29695201367317586,7.601724219385752,10,1,0.7265421368383728,COMPLETE
48,0.584538040771336,2026-05-17 19:36:16.229725,2026-05-17 19:36:28.815721,0 days 00:00:12.585996,0.003041778563240202,0.568782133609971,0.027668341148071082,3.4115069643455866,7.884082529336034,11,1,0.835737463992799,COMPLETE
49,0.4051901834749292,2026-05-17 19:36:28.815721,2026-05-17 19:36:40.674190,0 days 00:00:11.858469,0.02171960172203528,0.6776633162742672,0.05256596474067922,0.007176992633715185,19.129381959045464,10,4,0.7306948229990732,COMPLETE
